64,Curry Leaf,Vegetable,25 per week,20,26,Leaf Spot,"Silty soil, Loamy soil",Iron sulphate,81 sq ft,"Curry leaves are small in size and long, slender, and oval in shape narrowing to a point, averaging 2-4 centimeters in length and 1-2 centimeters in width. The shiny, dark green leaves grow pinnately along a stem, and each branch can hold up to twenty, tightly clustered leaves. Curry leaves are extremely aromatic and have a strong flavor that has been compared to citrus, asafoetida, anise, and lemongrass. When cooked, Curry leaves have a mild and slightly pungent bite with a nutty aroma.",assets/images/plantOG/Vegetable/curry leaves.jpg,assets/images/plantIcon/Vegetable/Curry leaf.png
65,Cucumber,Vegetable,35 to 45 per week,16,20,Powdery Mildew,Sandy soil,High quality organic fertilizer,8 sq ft,"Cucumber is a widely-cultivated creeping vine plant in the Cucurbitaceae family that bears usually cylindrical fruits, which are used as vegetables. Considered an annual plant, there are three main varieties of cucumber — slicing, pickling, and burpless/seedless — within which several cultivars have been created.",assets/images/plantOG/Vegetable/cucumber.jpg,assets/images/plantIcon/Vegetable/Cucumber.png
66,Corn,Vegetable,55 to 60 per week,10,16,Gray Leaf Spot,Silty soil,Organic manure,36 sq ft,"Corn, also known as maize, is a starchy vegetable that comes as kernels on a cob, covered by a husk. Corn is one of the most popular vegetables in the U.S. that sometimes gets a bad rap because it has a lot of natural sugar and carbs. ... Natives of North and South America grew corn, which they called maize",assets/images/plantOG/Vegetable/Corn.jpg,assets/images/plantIcon/Vegetable/Corn.jpg
67,Coriander Leaf,Vegetable,30 to 32 per week,30,32,Bacterial Leaf Spot,Clay soil,One spray of N:P:K(19:19:19) fertilizer,1 sq ft,"Coriander is an annual herb in the family Apiaceae. It is also known as Chinese parsley, dhania or cilantro. All parts of the plant are edible, but the fresh leaves and the dried seeds are the parts most traditionally used in cooking",assets/images/plantOG/Vegetable/Coriander leaf.jfif,assets/images/plantIcon/Vegetable/Coriander Leaf.png
68,Cluster Beans,Vegetable,20 per week,18,20,Leaf Hopper,Loamy soil,20 kg N and 40 kg P2 O5,2.5 sq ft,"The guar bean or cluster bean , is an annual legume, is the source of guar gum. ... Young, fresh cluster beans have a narrow and long body with tiny pods. They are very popular vegetable. they are native to India and are widely grown, not only in Andhra but also in other parts of country (dry, warm and arid regions).",assets/images/plantOG/Vegetable/cluster beans.jpg,assets/images/plantIcon/Vegetable/Cluster Beans.png
69,Celery,Vegetable,10 to 15 per week,20,22,Soft Rot Bacteria,"Sandy soil, Loamy soil, Clay soil",Ammoniun nitrate,0.5 sq ft,"Celery is a marshland plant in the family Apiaceae that has been cultivated as a vegetable since antiquity. Celery has a long fibrous stalk tapering into leaves. Depending on location and cultivar, either its stalks, leaves or hypocotyl are eaten and used in cooking. Celery seed powder is used as a spice",assets/images/plantOG/Vegetable/celery.jpg,assets/images/plantIcon/Vegetable/Celery.jpg
70,Cauliflower,Vegetable,30 to 35 per week,16,20,Black Rot,Sandy soil,Ammonium sulfate or ammonium nitrate,2.5 sq ft,"Cauliflower is one of several vegetables in the species Brassica oleracea in the genus Brassica, which is in the Brassicaceae family. It is an annual plant that reproduces by seed. Typically, only the head is eaten – the edible white flesh sometimes called ""curd",assets/images/plantOG/Vegetable/Cauliflower.jpg,assets/images/plantIcon/Vegetable/Cauliflower.png
71,Carrot,Vegetable,20 to 24 per week,20,32,Alternaria Leaf Blight,"Sandy soil, Loamy soil, Clay soil",Organic manure,1 sq ft,"The carrot is a root vegetable, typically orange in color, though purple, black, red, white, and yellow cultivars exist, all of which are domesticated forms of the wild carrot, Daucus carota, native to Europe and Southwestern Asia.",assets/images/plantOG/Vegetable/Carrot.jfif,assets/images/plantIcon/Vegetable/Carrot.png
72,Cabbage,Vegetable,20 to 40 per week,30,32,Alternaria Leaf Spot,Silty soil,Diluted solution of a balanced (10-10-10) liquid fertilizers ,2.5 sq ft,"Cabbage, comprising several cultivars of Brassica oleracea, is a leafy green, red, or white biennial plant grown as an annual vegetable crop for its dense-leaved heads",assets/images/plantOG/Vegetable/cabbage.jpg,assets/images/plantIcon/Vegetable/Cabbage.png
73,Capsicum,Vegetable,50 per week,26,30,Pepper Mottle Virus,Loamy soil,Potassium nitrate and calcium nitrate,2 sq ft,"Capsicum is a genus of flowering plants in the nightshade family Solanaceae, native to the Americas, cultivated worldwide for their chili pepper or bell pepper fruit.",assets/images/plantOG/Vegetable/capsicum.jpg,assets/images/plantIcon/Vegetable/Capsicum.png
74,Brinjal,Vegetable,62 to 64 per week,12,24,Foot Rot,"Sandy soil, Loamy soil",Balanced fertilizers(10-10-10),4 sq ft,"Eggplant, aubergine or brinjal is a plant species in the nightshade family Solanaceae. Brinjal is grown worldwide for its edible fruit. Most commonly purple, the spongy, absorbent fruit is used in several cuisines. Typically used as a vegetable in cooking, it is a berry by botanical definition",assets/images/plantOG/Vegetable/brinjal.jpg,assets/images/plantIcon/Vegetable/Brinjal.jfif
75,Bottle Gourd,Vegetable,80 per week,34,26,Downey Mildew,Loamy soil,Organic manure,9 sq ft,"Calabash, also known as bottle gourd, white-flowered gourd, long melon, birdhouse gourd, New Guinea bean and Tasmania bean, is a vine grown for its fruit. It can be either harvested young to be consumed as a vegetable, or harvested mature to be dried and used as a utensil, container, or a musical instrument",assets/images/plantOG/Vegetable/bottlegourd.jpg,assets/images/plantIcon/Vegetable/Bottle Gourd.png
76,Bitter Gourd,Vegetable,12 to 20 per week,22,24,Powdery Mildew,"Sandy soil, Loamy soil, Clay soil","50-100 kg N, 40-60 kg P2O5 and 30-60 kg 25 K2O",16 sq ft,"Bitter gourd is a green-skinned vegetable with white to translucent flesh and a taste that fits its name. Bitter gourd is also a vegetable of many names. It is equally known as bitter melon, bitter cucumber, balsam-pear, bitter apple, or bitter squash.",assets/images/plantOG/Vegetable/bittergourd.jpg,assets/images/plantIcon/Vegetable/Bitter Gourd.jpg
77,Beetroot,Vegetable,10 per week,20,30,Bacterial Leaf Spot,Silty soil,Trifecta+,1.5 sq ft,"The beetroot is the taproot portion of a beet plant, usually known in North America as beets while the vegetable is referred to as beetroot in British English, and also known as the table beet, garden beet, red beet, dinner beet or golden beet",assets/images/plantOG/Vegetable/beetroot.jpg,assets/images/plantIcon/Vegetable/Beetroot.png
78,Broccoli,Vegetable,12 to 15 per week,25,26,Black Rot,Loamy soil,Nitrogen,4 sq ft,"Broccoli is an edible green plant in the cabbage family whose large flowering head, stalk and small associated leaves are eaten as a vegetable. Broccoli is classified in the Italica cultivar group of the species Brassica oleracea.",assets/images/plantOG/Vegetable/broccoli.jpg,assets/images/plantIcon/Vegetable/Broccoli.png
79,Curry Leaf,Vegetable,25 per week,20,26,Leaf Spots,"Silty soil, Loamy soil",Iron sulphate,81 sq ft,"Curry leaves are small in size and long, slender, and oval in shape narrowing to a point, averaging 2-4 centimeters in length and 1-2 centimeters in width. The shiny, dark green leaves grow pinnately along a stem, and each branch can hold up to twenty, tightly clustered leaves. Curry leaves are extremely aromatic and have a strong flavor that has been compared to citrus, asafoetida, anise, and lemongrass. When cooked, Curry leaves have a mild and slightly pungent bite with a nutty aroma.",assets/images/plantOG/Vegetable/curry leaves.jpg,assets/images/plantIcon/Vegetable/Curry leaf.png
80,Daisy,Flower,12 per week,20,28,Brown Spot,"Sandy soil, Loamy soil, Clay soil",Low nitrogen fertilizer,2.5 sq ft,"A daisy is a flowering plant with a large, star-shaped head that has clusters of florets surrounding a center disc of yellow or black florets. The daisy family is also known as the aster family, or Asteraceae, referring to the star-shaped flower. There are 23,000 individual species in this family. The name “daisy” is based on the words “day’s eye”, probably because the head opens in the morning and closes each night.",assets/images/plantOG/Flower/Daisy.png,assets/images/plantIcon/Flower/Daisy.png
81,Rose,Flower,1 to 1.2 per week,24,32,Botrytis Blight,Sandy soil,"Nitrogen, Phosphorus and potassium",2 sq ft,"Roses are erect, climbing, or trailing shrubs, the stems of which are usually copiously armed with prickles of various shapes and sizes, commonly called thorns. The leaves are alternate and pinnately compound (i.e., feather-formed), usually with oval leaflets that are sharply toothed",assets/images/plantOG/Flower/Rose.png,assets/images/plantIcon/Flower/Rose.png
82,Iris,Flower,3.5 to 5 per week,21,32,Bacterial Leaf Blight,Loamy soil,Low nitrogen fertilizer,1 sq ft,"Iris is a genus of 260–300 species of flowering plants with showy flowers. It takes its name from the Greek word for a rainbow, which is also the name for the Greek goddess of the rainbow, Iris. Some authors state that the name refers to the wide variety of flower colors found among the many species.",assets/images/plantOG/Flower/Iris.png,assets/images/plantIcon/Flower/Iris.png
83,Narcissus,Flower,2 to 8 per week,3,18,Basal Rot ,Silty soil,Low nitrogen fertilizer(3-6-6),3.5 sq ft,"Narcissus is a genus of predominantly spring flowering perennial plants of the amaryllis family, Amaryllidaceae. The exact origin of the name Narcissus is unknown, but it is often linked to a Greek word for intoxicated (narcotic) and the myth of the youth of that name who fell in love with his own reflection.",assets/images/plantOG/Flower/Narcissus.png,assets/images/plantIcon/Flower/Narcissus.png
84,Orchid,Flower,4 to 8 per week,18,23,Mealybugs,Clay soil,Balanced fertilizer(20-20-20),4 sq ft,"Orchids are a beautiful and distinctive type of flower that is also one of the most diverse. The popularity of the flower can be contributed to a number of factors. These factors include the fragrance of the flower, their beauty and their colour blooms.",assets/images/plantOG/Flower/Orchid.png,assets/images/plantIcon/Flower/Orchid.png
85,Tulip,Flower,5.5 to 7 per week,2,20,Botrytis Blight,"Sandy soil, Loamy soil, Clay soil",Low release fertilizers(10-15-10),1.5 sq ft,"Tulips (Tulipa) are a genus of spring-blooming perennial herbaceous bulbiferous geophytes (having bulbs as storage organs). The flowers are usually large, showy and brightly colored, generally red, pink, yellow, or white (usually in warm colors).",assets/images/plantOG/Flower/Tulip.png,assets/images/plantIcon/Flower/Tulip.png
86,Sunflower,Flower,6 to 10 per week,20,25,Leaf Spots,Sandy soil,Organic manure,3 sq ft,"The sunflower (Helianthus annuus) is a living annual plant in the family Asteraceae, with a large flower head (capitulum). The stem of the flower can grow up to 3 metres tall, with a flower head that can be 30 cm wide. ... The central florets look like the centre of a normal flower, apseudanthium.",assets/images/plantOG/Flower/Sunflower.png,assets/images/plantIcon/Flower/Sunflower.png
87,Cyclamen,Flower,6 per week,4,10,Bacterial Soft Rot,Silty soil,Low nitrogen,9 sq ft,"Cyclamen is a genus of 23 species of perennial flowering plants in the family Primulaceae. Cyclamen species are native to Europe and the Mediterranean Basin east to the Caucasus and Iran, with one species in Somalia",assets/images/plantOG/Flower/Cyclamen.png,assets/images/plantIcon/Flower/Cyclamen.png
88,Carnation,Flower,2 to 6 per week,18,24,Alternaria Leaf Spot,Loamy soil,"Phosphorus, magnesium sulphate",6 sq ft,"Dianthus caryophyllus, commonly known as the carnation or clove pink, is a species of Dianthus. It is probably native to the Mediterranean region but its exact range is unknown due to extensive cultivation for the last 2,000 years",assets/images/plantOG/Flower/Carnation.png,assets/images/plantIcon/Flower/Carnation.png
89,Pansy,Flower,1 to 5 per week,7,18,Anthracnose,"Sandy soil, Loamy soil",Granular fertilizers,4.5 sq ft,"The garden pansy is a type of large-flowered hybrid plant cultivated as a garden flower. It is derived by hybridization from several species in the section Melanium of the genus Viola, particularly Viola tricolor, a wildflower of Europe and western Asia known as heartsease.",assets/images/plantOG/Flower/Pansy.png,assets/images/plantIcon/Flower/Pansy.png
90,Violet,Flower,6 to 8 per week,15,26,Bacterial Blight,"Sandy soil, Loamy soil, Clay soil",High quality organic fertilizer,2 sq ft,"The violet is a genus of flowering plants. The common blue violet (Viola sororia) is the state flower of the U.S. state of Illinois. Some Viola species are perennial plants, some are annual plants, and a few are small shrubs. Many species, varieties and cultivars are grown in gardens for their flowers.",assets/images/plantOG/Flower/violet.png,assets/images/plantIcon/Flower/Violet.png
91,Mimosa,Flower,1.5 to 3 per week,15,18,Fusarium Wilt,Silty soil,Half strenght liquid fertilizers,5 sq ft,"Mimosa, (genus Mimosa), large genus of plants in the pea family (Fabaceae), native to tropical and subtropical areas throughout both hemispheres. The well-known sensitive plant, or humble plant (Mimosa pudica), is commonly grown in greenhouses as a novelty for its rapid leaf movements in response to touch.",assets/images/plantOG/Flower/Mimosa.png,assets/images/plantIcon/Flower/Mimosa.jpg
92,Daffodil,Flower,1 to 1.2 per week,15,20,Basal Rot ,Sandy soil,Granular slow-release 10-10-20 bulb fertilizer,2.5 sq ft,"Narcissus is a genus of predominantly spring flowering perennial plants of the amaryllis family, Amaryllidaceae. Various common names including daffodil, narcissus and jonquil are used to describe all or some members of the genus",assets/images/plantOG/Flower/Daffodil.png,assets/images/plantIcon/Flower/Daffodil.png
93,Lily,Flower,2 to 4 per week,18,32,Southern Blight,Loamy soil,(10-20-20)mix of slow release fertilizers,7 sq ft,"Lilium is a genus of herbaceous flowering plants growing from bulbs, all with large prominent flowers. They are the true lilies. Lilies are a group of flowering plants which are important in culture and literature in much of the world.",assets/images/plantOG/Flower/Lily.png,assets/images/plantIcon/Flower/Lily.png
94,Hyacinth,Flower,4 to 6 per week,3,9,Yellow Mosiac Virus,Clay soil,"Nitrogen, phosphorus",1 sq ft,"Hyacinthus is a small genus of bulbous, spring-blooming perennials. They are fragrant flowering plants in the family Asparagaceae, subfamily Scilloideae and are commonly called hyacinths",assets/images/plantOG/Flower/Hyacinth.png,assets/images/plantIcon/Flower/Hyacinth.png
95,Bluebell,Flower,3 to 5 per week,16,31,Pests,Loamy soil,General fertilizers,6.5 sq ft,"Any of numerous plants of the bellflower family, having blue, bell-shaped flowers, as a bellflower or harebell. an Old World plant, Endymion non-scriptus, of the lily family, having blue, bell-shaped flowers. Any of various other plants having blue flowers, as those of the genus Mertensia.",assets/images/plantOG/Flower/Bluebell.png,assets/images/plantIcon/Flower/Bluebell.png
96,Bougainvillea,Flower,2.36  per week,15,21,Aphids,"Sandy soil, Loamy soil, Clay soil",Ammoniun nitrate,10 sq ft,"Bougainvillea is a genus of thorny ornamental vines, bushes, and trees belonging to the four o' clock family, Nyctaginaceae. It is native to eastern South America, found from Brazil, west to Peru, and south to southern Argentina. Different authors accept from 4 to 18 species in the genus",assets/images/plantOG/Flower/Bougainvillea.png,assets/images/plantIcon/Flower/Bougainvillea.png
97,Buttercup,Flower,4 per week,16,18,Squash Bugs,Sandy soil,Herbicide,3.5 sq ft,"Buttercups are a large genus of flowering plants called Ranunculus. It has yellow, shiny petals, and grows wild in many places. It is poisonous to eat for humans and cattle, but when dry the poison is not active",assets/images/plantOG/Flower/Buttercup.png,assets/images/plantIcon/Flower/Buttercup.png
98,Cactus Flower,Flower,1 to 2 per week,18,32,Fusarium Rot,Silty soil,10-10-10 fertilizer diluted to 1/4th strength,2 sq ft,"Cactus are xerophytes, specializing in hot, dry climates. Cactus lifespan is somewhere in the ranges from 10 to 200 years. Many cacti live in dry places, such as deserts. A cactus plant can be very small or very big.",assets/images/plantOG/Flower/Cactus Flower.png,assets/images/plantIcon/Flower/Cactus Flower.png
99,Camellia,Flower,2 to 4 per week,7,16,Petal Blight,"Sandy soil, Loamy soil",Slow release fertilizers(10-10-10),4 sq ft,"Camellia, genus of about 250 species of East Asian evergreen shrubs and trees belonging to the tea family (Theaceae), most notable for a few ornamental flowering species and for Camellia sinensis (sometimes called Thea sinensis), the source of tea. The common camellia",assets/images/plantOG/Flower/Camellia.png,assets/images/plantIcon/Flower/Camellia.png
100,Chrysanthemum,Flower,2.36 per week,15,28,Bacterial Blight,Loamy soil,Compost,14 sq ft,"Chrysanthemum, (genus Chrysanthemum), genus of about 40 species of flowering plants in the aster family (Asteraceae), native primarily to subtropical and temperate areas of the Old World. Chrysanthemums are especially common in East Asia, where they are often depicted in art, and many are popular ornamentals",assets/images/plantOG/Flower/Chrysanthemum.png,assets/images/plantIcon/Flower/Chrysanthemum.png
101,Cherry Blossom,Flower,4 to 5 per week,7,15,Black Knot,Clay soil,Low nitrogen fertilizers,5 sq ft,"A cherry blossom is a flower of many trees of genus Prunus or Prunus subg. Cerasus. They are also known as Japanese cherry and Sakura. They generally refer to ornamental cherry trees, not to be confused with cherry trees that produce fruit for eating. It is considered the national flower of Japan.",assets/images/plantOG/Flower/Cherry Blossom.png,assets/images/plantIcon/Flower/Cherry Blossom.png
102,Geranium,Flower,3 to 8 per week,6,24,Alternaria Leaf Spot,Loamy soil,20-20-20 fertilizers,1 sq ft,"The flowers have five petals and are coloured white, pink, purple or blue, often with distinctive veining. Geraniums will grow in any soil as long as it is not waterlogged. They are found throughout the temperate regions of the world and the mountains of the tropics, but mostly in the eastern part of the Mediterranean region.",assets/images/plantOG/Flower/Geranium.png,assets/images/plantIcon/Flower/Geranium.png
103,Gerbera,Flower,2 to 4 per week,14,27,Fusarium Stem Rot,Sandy soil,Magnesium,0.75 sq ft,"Gerbera L. is a genus of plants in the Asteraceae. It was named in honour of German botanist and medical doctor Traugott Gerber who travelled extensively in Russia and was a friend of Carl Linnaeus. Gerbera is native to tropical regions of South America, Africa and Asia",assets/images/plantOG/Flower/Gerbera.png,assets/images/plantIcon/Flower/Gerbera.png
104,Hibiscus,Flower,5 to 8 per week,16,32,Leaf Spots,"Sandy soil, Loamy soil",High potassium compost,0.5 sq ft,"Hibiscus is a genus of flowering plants in the mallow family, Malvaceae. The genus is quite large, comprising several hundred species that are native to warm temperate, subtropical and tropical regions throughout the world",assets/images/plantOG/Flower/Hibiscus.png,assets/images/plantIcon/Flower/Hibiscus.png
105,Gladiolus,Flower,2.5 to 5 per week,10,25,Nematodes,Loamy soil,"120 kg N, 150 kg P2O5 and 150 kg K2O",16 sq ft,"Gladiolus is a genus of perennial cormous flowering plants in the iris family. It is sometimes called the 'sword lily', but is usually called by its generic name. The genus occurs in Asia, Mediterranean Europe, South Africa, and tropical Africa. The center of diversity is in the Cape Floristic Region",assets/images/plantOG/Flower/Gladiolus.png,assets/images/plantIcon/Flower/Gladiolus.png
106,Hop,Flower,3.78 to 6.42 per week,4,20,Black Root Rot,Silty soil,Potassium nitrate,1 sq ft,"Hop, also called hop plant, either of two species of the genus Humulus, nonwoody annual or perennial vines in the hemp family (Cannabinaceae) native to temperate North America, Eurasia, and South America. The hops used in the brewing industry are the dried female flower clusters (cones) of the common hop",assets/images/plantOG/Flower/Hop.png,assets/images/plantIcon/Flower/Hop.png
107,Jasmine,Flower,2.36 per week,15,23,Anthracnose,"Sandy soil, Loamy soil, Clay soil",Compost,2.5 sq ft,Jasmine is a genus of shrubs and vines in the olive family. It contains around 200 species native to tropical and warm temperate regions of Eurasia and Oceania. Jasmines are widely cultivated for the characteristic fragrance of their flowers.,assets/images/plantOG/Flower/Jasmine.png,assets/images/plantIcon/Flower/jasmine.png
108,Lavender,Flower,4.72 per week,14,15,Black Root Rot,Sandy soil,Diluted liquid fertilizer,2.5 sq ft,"lavender, (genus Lavandula), genus of about 30 species of plants in the mint family (Lamiaceae), native to countries bordering the Mediterranean. Lavender species are common in herb gardens for their fragrant leaves and attractive flowers",assets/images/plantOG/Flower/Lavender.png,assets/images/plantIcon/Flower/Lavender.png
109,Lilac,Flower,7 to 10 per week,10,16,Powdery Mildew,Clay soil,Magnesium,3 sq ft,"Lilac is a color that is a pale violet tone representing the average color of most lilac flowers. It can also be described as dark mauve or light blue. The colors of some lilac flowers may be equivalent to the colors shown below as pale lilac, rich lilac, or deep lilac.",assets/images/plantOG/Flower/Lilac.png,assets/images/plantIcon/Flower/Lilac.png
110,Lotus,Flower,8 to 10 per week,21,27,Powdery Mildew,Loamy soil,General fertilizers,5 sq ft,"Nelumbo nucifera, also known as Indian lotus, sacred lotus, or simply lotus, is one of two extant species of aquatic plant in the family Nelumbonaceae. It is sometimes colloquially called a water lily, though this more often refers to members of the family Nymphaeaceae",assets/images/plantOG/Flower/Lotus.png,assets/images/plantIcon/Flower/Lotus.png
111,Magnolia,Flower,3 to 8 per week,0,2,Algal Leaf Spot,Silty soil,Water-soluble fertilizer,1 sq ft,"Magnolias are spreading, evergreen or deciduous trees or shrubs, characterised by large fragrant flowers which may be bowl-shaped or star-shaped, in shades of white, pink, purple, green or yellow. In deciduous species the blooms often appear before the leaves, in Spring. Cone-like fruits are often produced in Autumn",assets/images/plantOG/Flower/Magnolia.png,assets/images/plantIcon/Flower/Magnolia.png
112,Marigold,Flower,2 to 5 per week,4,12,Alternaria Leaf Spot,"Sandy soil, Loamy soil",Nitrogen,2.5 sq ft,"Marigolds are beautiful, strong smelling herbaceous flowers that are widely grown throughout the world. Mariegold is used for spiritual purpose in India and is widely used for making garlands and other functions. They are very easy to take care. Plants grow up to 3 feet high with large 3 inch puff ball blooms.",assets/images/plantOG/Flower/Marigold.png,assets/images/plantIcon/Flower/Marigold.png
113,Morning-Glory,Flower,5 to 7 per week,17,20,Canker,Clay soil,Diluted liquid fertilizer,2 sq ft,"Morning glory is the common name for over 1,000 species of flowering plants in the family Convolvulaceae, whose current taxonomy and systematics are in flux",assets/images/plantOG/Flower/Morning-Glory.png,assets/images/plantIcon/Flower/Morning-Glory.png
114,Orange Rose,Flower,2 to 5 per week,12,36,Rose Rust,Sandy soil,Potassium nitrate,1 sq ft,"Orange roses are believed to bring peace, health, and happiness from their vibrant and bubbling appearance. An orange rose meaning in a relationship signifies that one is ready to take their relationship to the next level",assets/images/plantOG/Flower/Orange Rose.png,assets/images/plantIcon/Flower/Orange Rose.jpg
115,Peony,Flower,2.36 to 3.78 per week,7,15,Crown Gall,"Sandy soil, Loamy soil, Clay soil","Phosphorus, Nitrogen",3.5 sq ft,"peony, (genus Paeonia), genus of about 30 species of flowering plants (family Paeoniaceae) known for their large showy blossoms. In late spring and early summer they produce large single and double flowers of white, pink, rose, and deep crimson colour. The fragrant Chinese peony",assets/images/plantOG/Flower/Peony.png,assets/images/plantIcon/Flower/Peony.png
116,Primrose,Flower,2 to 6 per week,10,18,Green Peach Aphids,Silty soil,Potassium nitrate,2 sq ft,"Primula vulgaris, the common primrose, is a species of flowering plant in the family Primulaceae, native to western and southern Europe, northwest Africa, and parts of southwest Asia",assets/images/plantOG/Flower/Primrose.png,assets/images/plantIcon/Flower/Primrose.png
117,Snapdragon,Flower,3 to 8 per week,15,23,Rust,Clay soil,Ammoniun nitrate,4 sq ft,"Antirrhinum is a genus of plants commonly known as dragon flowers or snapdragons because of the flowers' fancied resemblance to the face of a dragon that opens and closes its mouth when laterally squeezed. They are native to rocky areas of Europe, the United States, Canada, and North Africa.",assets/images/plantOG/Flower/Snapdragon.png,assets/images/plantIcon/Flower/Snapdragon.jpg
118,Snowdrop,Flower,1 to 2 per week,2,8,Grey Mould,Sandy soil,High quality organic fertilizer,10 sq ft,"Snowdrops are small perennial herbs with bulbs and basal linear leaves. The small flowers are composed of six white tepals (undifferentiated petals and sepals); the three outer tepals are long and curved, and the inner tepals are small and notched",assets/images/plantOG/Flower/Snowdrop.png,assets/images/plantIcon/Flower/Snowdrop.png
119,Tuberose,Flower,1.25 to 1.50 per week,18,29,"Stem Rot, Flower Bud Rot","Sandy soil, Loamy soil","100 kg N, 50 kg P2O5 and 70 kg K2O",5 sq ft,Tuberose (Polianthes tuberosa L.)is one of the most important tropical ornamental bulbous flowering plants cultivated for production of long lasting flower spikes. It is popularly known as Rajanigandha or Nishigandha. It has long been cherished for the aromatic oils extracted from its fragrant white flowers,assets/images/plantOG/Flower/Tuberose.png,assets/images/plantIcon/Flower/Tuberose.png
120,Snake Plant,Exotic,2 to 5 per week,21,32,"Fungal Infections, Root Rot",Sandy soil,10:10:10 NPK fertilizer,2.5 sq ft,"Snake plant or mother-in-law’s tongue, is native to tropical western Africa. It is a stemless evergreen perennial that, with proper care, will last for many years. Erect, fleshy, sharply-pointed, sword-shaped leaves are deep green with light gray-green horizontal stripes. Small, fragrant, greenish-white flowers bloom on mature plants in spring, followed by orange berries. Flowers and fruit rarely appear on indoor plants.",assets/images/plantOG/Exotic/Snake Plant.png,assets/images/plantIcon/Exotic/Snake Plant.png
121,Peace Lily,Exotic,5 to 7 per week,18,27,"Leaf Blight, Pythium Root Rot",Loamy soil,20:20:20 NPK fertilizer,2 sq ft,"Peace lilies are sturdy plants with glossy, dark green oval leaves that narrow to a point. The leaves rise directly from the soil. These plants also periodically produce lightly fragrant white flowers that resemble calla lilies. The long-lasting flowers start out pale green and slowly turn creamy white as they open.",assets/images/plantOG/Exotic/Peace Lily.png,assets/images/plantIcon/Exotic/Peace Lily.png
122,Aloe vera,Exotic,1 to 2 per week,10,29,"Root Rot, Fungal Stem Rot",Sandy soil,dilute (0.5-1-1) fertilizer,4 sq ft,"Aloe is a cactus-like plant that grows in hot, dry climates. It is cultivated in subtropical regions around the world, including the southern border areas of Texas, New Mexico, Arizona, and  California. Historically, aloe has been used for skin conditions and was thought to improve baldness and promote wound healing. Aloe is used topically (applied to the skin) and orally.",assets/images/plantOG/Exotic/Aloe vera.png,assets/images/plantIcon/Exotic/Aloe vera.png
123,Lucky Bamboo Plant,Exotic,2 to 6 per week,18,32,Sooty Mold,"Clay soil, Sandy soil",2:2:2 NPK fertilizer,9 sq ft,The Lucky Bamboo plant is a household plant which is easy to care for and grows well in indirect sunlight. But it is a type of tropical water lily called Dracaena Sanderiana. The lucky bamboo plant is one of the most popular Feng Shui cures said to bring good luck and prosperity to the place where it is grown. It is also known to enhance the flow of positive energy in the home and office when placed in the right direction.,assets/images/plantOG/Exotic/Lucky Bamboo Plant.png,assets/images/plantIcon/Exotic/Lucky Bamboo Plant.png
124,Ferns,Exotic,2.36 per week,10,21,"Leaf Tip Burn, Nematodes","Clay soil, Silty soil","peat, leaf mold or worm castings",16 sq ft,"Ferns are plants that do not have flowers. Similar to flowering plants, ferns have roots, stems and leaves. However, unlike flowering plants, ferns do not have flowers or seeds; instead, they usually reproduce sexually by tiny spores or sometimes can reproduce vegetatively, as exemplified by the walking fern.",assets/images/plantOG/Exotic/Ferns.png,assets/images/plantIcon/Exotic/Ferns.png
125,Chinese Evergreen,Exotic,1 to 1.2 per week,15,27,Root Rot,Loamy soil,Diluted liquid fertilizer,1.5 sq ft,"The Chinese evergreens, of the genus Aglaonema, are fleshy tropical Asian herbs of slow growth, with leathery leaves often bearing silvery or colourful patterns; they are durable and are tolerant of indoor conditions.",assets/images/plantOG/Exotic/Chinese Evergreen.png,assets/images/plantIcon/Exotic/Chinese Evergreen.png
126,Grape Ivy,Exotic,3.5 to 5 per week,10,28,Leaf Spot,"Sandy soil, Clay soil",Water-soluble fertilizer,4 sq ft,"Grape ivy plants are lovely hanging plants with rhombus shaped leaves with long stems that are of a reddish hue on the underside. The blooms of this plant tend to be an innocuous green similar to the leaf color, blending into the foliage and rarely found on cultivated plants.",assets/images/plantOG/Exotic/Grape Ivy.png,assets/images/plantIcon/Exotic/Grape Ivy.png
127,Flamingo Flower,Exotic,5 to 7 per week,18,29,Bacterial Blight,Sandy soil,Phosphorus,15 sq ft,"This spectacular tropical is native to the South American regions and produces shiny, dark green, heart-shaped leaves. Flamingo Flowers are complemented with a continuous display of bright waxy, red heart-shaped spathes with yellow spadices. On average, the flower lasts for a full two to three months.",assets/images/plantOG/Exotic/Flamingo Flower.png,assets/images/plantIcon/Exotic/Flamingo Flower.png
128,Areca Palm,Exotic,1 to 2 per week,16,24,"Root Rot, Brown Tips",Clay soil,"Nitrogen, Phosphate, Potash",3 sq ft,"It is hard to believe that the areca palm was once an endangered species. Drive down almost any street in a warm climate, and you are likely to see dozens of these tall, attractive, clumping palms that look a lot like bamboo. Their fronds are narrow and full, almost like bamboo leaves. When grown outdoors, they are often used as a privacy screen. These palms also are grown indoors as houseplants. They are best planted in the spring, and they have a slow to moderate growth rate.",assets/images/plantOG/Exotic/Areca Palm.png,assets/images/plantIcon/Exotic/Areca Palm.png
